video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=ndyWJsPZAR0&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@KREM2NewsSpokane,KREM 2 News,Activist Erin Brockovich sounds off on Hillyard water contamination: 'There is more to this story',49,4 years,Brockovich famously took on Pacific Gas and Electric Corp. in an investigation that found widespread water contamination in a ...,2024-01-27 23:35:51.189019
/watch?v=B6Iklud8V6E&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@bibindala8357,Bibi Ndala,Hinkley Chromium-6,183,5 years,"The city of Hinkley is known to most of us because of the movie Erin Brockovich. In fact, the town was at the center of a ...",2024-01-27 23:35:51.189860
/watch?v=5F12Q6ADRnY&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@LawsuitLore,Lawsuit Lore,Erin Brockovich and the Anderson v. Pacific Gas Case,6,10 days,"The Anderson v. Pacific Gas & Electric case was a landmark legal battle in the 1990s, where residents of Hinkley, California, led ...",2024-01-27 23:35:51.190712
/watch?v=gXk9VtNpf6g&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@gmanview,Gary M,"Homicide Investigation Rte 66 Hinkley, California",455,8 years,"Homicide Investigation Hinkley, California.",2024-01-27 23:35:51.192307
/watch?v=AZMg4vFcRQs&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@MOVIECLIPS,Movieclips,Two Wrong Feet in Ugly Shoes - Erin Brockovich (7/10) Movie CLIP (2000) HD,2.7M,12 years,CLIP DESCRIPTION: Erin (Julia Roberts) defends her research and puts Theresa (Veanne Cox) in her place by displaying an ...,2024-01-27 23:35:51.193188
/watch?v=mKgy5W3S6nw&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@MOVIECLIPS,Movieclips,Erin's Big Bonus - Erin Brockovich (10/10) Movie CLIP (2000) HD,4.6M,12 years,CLIP DESCRIPTION: Erin (Julia Roberts) argues with her boss Ed (Albert Finney) over her bonus check until she realizes that the ...,2024-01-27 23:35:51.194109
/watch?v=lVQphhhtJLY&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@BoardWebSupport,CA SWRCB - Web Support,Keeping California Water Clean,9.2K,11 years,SWRCB Stormwater Program.,2024-01-27 23:35:51.194906
/watch?v=Q3JYniWrD4Q&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@nswdphi,"Department of Planning, Housing and Infrastructure",Groundwater quality and contamination,3.9K,1 year,Both natural events and human activities can cause contamination of groundwater. This can make it unsafe to use. This video ...,2024-01-27 23:35:51.195766
/watch?v=kDfvxJUxL10&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@MOVIECLIPS,Movieclips,Erin Brockovich (3/10) Movie CLIP - Erin Is Re-hired (2000) HD,2M,12 years,"CLIP DESCRIPTION: Erin (Julia Roberts) not only gets her job back, but a raise and benefits too, when Ed (Albert Finney) comes ...",2024-01-27 23:35:51.196617
/watch?v=IZm9Vkt1cus&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@scottied67,scottied67,Hinkley California,416,7 years,"You might remember Hinkley CA from the Erin Brockovich movie, of PGE- and Hexavalent Chromium fame.",2024-01-27 23:35:51.197462
/watch?v=fIJC9EfKaBY&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@MrLoumetzger,Lou Metzger,Hinkley,380,7 years,Hinkley California.,2024-01-27 23:35:51.198303
/watch?v=j4yXEmQRq34&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@MOVIECLIPS,Movieclips,Erin Brockovich (1/10) Movie CLIP - On the Prowl for Papers (2000) HD,1.3M,12 years,CLIP DESCRIPTION: Erin (Julia Roberts) flirts her way into accessing - and copying - PG&E water records. FILM DESCRIPTION: ...,2024-01-27 23:35:51.199247
/watch?v=f1ArRV9HmtI&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@CommunityWaterCenter,Community Water Center,Groundwater Aquifer Contamination,35K,6 years,Produced and directed by Kristine Diekman and Run Dry.,2024-01-27 23:35:51.200059
/watch?v=HQA_4wKQw3A&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@NewsDeeply,News Deeply,Meet California’s Newest Water Contaminant,3.8K,6 years,"California has finally regulated a carcinogen, 1,2,3-trichloropropane, that has been contaminating groundwater for decades.",2024-01-27 23:35:51.201017
/watch?v=Dt9W3n0wKto&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@AZTV7,AZTV7,Erin Brockovich on Lead in Water at Daycares and Schools,63,1 year,"Erin Brockovich is, of course, best known as the activist who helped get justice for consumers in Hinkley, California, where the ...",2024-01-27 23:35:51.201895
/watch?v=u6d6yUh8Ojg&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@HighImpactLegalExhibits,High Impact,Water Contamination,1K,10 years,"Animations by High Impact, Inc. Learn more at http://www.highimpact.com or give us a call at 800-749-2184.",2024-01-27 23:35:51.207142
/watch?v=gbm-6YBVnGA&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@PBSNewsHour,PBS NewsHour,Study estimates nearly half of U.S. water supply contaminated with 'forever chemicals',53K,5 months,"A recent government study estimates nearly half of America's tap water could contain toxic ""forever chemicals"" known as PFAS.",2024-01-27 23:35:51.208092
/watch?v=EAjBGtnp328&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@ActionNewsNow,Action News Now,PG&E is putting out a swift water warning,70,4 years,The swift water warning is due to increased flows in the feather river.,2024-01-27 23:35:51.208953
/watch?v=bmOoKtnD1Ys&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@TheDoctors,The Doctors,U.S. Water Contamination?,1.2K,7 years,"The Doctors, joined by environmental activist Erin Brockovich, discuss a new study released from the Environmental Working ...",2024-01-27 23:35:58.220023
/watch?v=Tv8imh0_bn4&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@CourtroomAnimation,Courtroom Animation,Groundwater Contamination: Forensic Animation,19K,9 years,This demonstrative exhibit shows the effects of how a leak in a subterranean containment tank led to groundwater contamination.,2024-01-27 23:35:58.220876
/watch?v=86LI5W8Dw-4&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@themacombdaily,The Macomb Daily,"I shot a sunrise & sunset timelapse of Hinkley, CA earlier this week w my @gopro. Residents love the",34,6 years,"I shot a sunrise & sunset timelapse of Hinkley, CA earlier this week w my @gopro. Residents love the rich Hinkley skies.",2024-01-27 23:35:58.221793
/watch?v=ao66TYc7i_E&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@nowthis,NowThis,What’s Causing the California Water Crisis? | NowThis,151K,4 years,"In US news, NowThis News is reporting on the California water crisis, which some believe is worse in ways than the Flint water ...",2024-01-27 23:35:58.222766
/watch?v=HxoogQL-NqM&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@joshuapdevries6563,Joshua P DeVries,We are Hinkley Dairy,399,2 years,"This is a little about us, Hinkley Dairy.",2024-01-27 23:35:58.223774
/watch?v=26Yt5Au0OC4&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@abc7NY,Eyewitness News ABC7NY,Chemical contamination: What's really in your water?,2.9K,4 years,"For decades the Environmental Protection Agency has enforced strict rules about contaminants in drinking water, but some ...",2024-01-27 23:35:58.224747
/watch?v=uZkobhYRsJE&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@AmirMaloumiAIM,Amir Maloumi,"Vacant Land, 40 Acre, Halstead Rd, Hinkley, CA Call 714-818-3667",565,5 years,"Land in Hinkley, San Bernardino County www.AIM4Land.com This is a large vacant land, its 40 acres located in Halstead Rd, ...",2024-01-27 23:35:58.225596
/watch?v=C5M_3Ik3Xgk&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@caltrans8,Caltrans District 8,SR 58 Hinkley Blasting,639,8 years,"Controlled blast on September 24, 2015 as part of the SR-58 Hinkley Expressway Project.",2024-01-27 23:35:58.226446
/watch?v=f0jkYh5oL4k&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@KGWNews8,KGW News,"Bottled water forever? Exploring solutions for groundwater contamination | The Story | Nov. 16, 2023",544,Streamed 2 months,Nov. 16 on The Story: Thousands of Oregonians in northern Morrow and Umatilla Counties depend on private wells to supply their ...,2024-01-27 23:35:58.227748
/watch?v=MSP3MdZu0is&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@Yahoo,Yahoo,"Erin Brockovich blasts Trump over ‘reckless, careless’ environmental regulation rollbacks",20K,4 years,Erin Brockovich became a household name almost 20 years ago when Julia Roberts brought her legal battle with Pacific Gas and ...,2024-01-27 23:35:58.228598
/watch?v=IzSZImSi2CY&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@brenthollandshow,brenthollandshow,Erin Brockovich movie Julia Roberts Hinkley Steven Soderbergh Brent Holland Show,1.7K,9 years,"http://www.stitcher.com/podcast/brent-holland-show ""Erin Brockovich"" ""Hinkley California"" ""water contamination"" ""environment"" ...",2024-01-27 23:35:58.230171
/watch?v=WUWu-x-K9Yk&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@ncadenvironmentaljustice3549,NC & AD Environmental Justice,"Environmental Justice: Hinkley, CA and Flint, Michigan",77,4 years,"Environmental Justice Project about PG&E vs Hinkley, CA and the Flint, Michigan Water Crisis Song: Dear God by Lawless feat.",2024-01-27 23:35:58.231078
/watch?v=PFKbSi0glr4&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@BarryKolsky,Barry Kolsky,Hinkley CA Exploring,298,2 years,"A little adventure in the XTERRA to the town of Hinkley CA, made famous or infamous in the movie about Erin Brockovich.",2024-01-27 23:35:58.231924
/watch?v=0RabFqwx-GI&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@CommunityWaterCenter,Community Water Center,Drinking Water Contamination Explained,4.9K,3 years,This is how drinking water gets contaminated. The drinking water crisis can be resolved. Visit www.communitywatercenter.org.,2024-01-27 23:35:58.232818
/watch?v=5EhgdJpDKco&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@GroundwaterU,GroundwaterU,Groundwater Contamination for Beginners | Groundwater Plume Simulation and Visualization,10K,3 years,This educational video is aimed at those unfamiliar with groundwater resources and groundwater contamination. The exclusion of ...,2024-01-27 23:35:58.234439
/watch?v=Sx4u0aRYP7s&pp=ygUmSGlua2xleSBDYWxpZm9ybmlhIHdhdGVyIGNvbnRhbWluYXRpb24%3D,/@msnbconpeacock4075,MSNBC On Peacock,Erin Brockovich Warns of a Global Sperm-Count Crisis (And More) | The Mehdi Hasan Show,294K,2 years,Environmental activist Erin Brockovich became a household name investigating a cancer-causing chemical in the water table in ...,2024-01-27 23:35:58.236371
